Turn,Player,PlayerCount,MapWidth,MapHeight,CivId,MetPlayersMask,IsLastPlayer,GDP,Treasury,CoinTier,MonetarySystem,Inflation,Population,Cities,Military,TechsResearched,CultureTotal,TradePartners,CompositeCSI,EraVP,AvgHappiness,Corruption,CrisisType,IndustrialRev,GovernmentType,IncomeTax,IncomeCommercial,IncomeIndustrial,IncomeTileGold,IncomeGoodsEcon,TotalIncome,EffectiveIncome,ExpenseUnits,ExpenseBuildings,TotalExpense,NetFlow,GoodsStockpiled,FoodPerTurn,FamineCities,ScienceDiffusion,CultureDiffusion
89,3,4,80,52,3,10,1,1702,0,0,0,0,9,3,1,5,621.6,1,0.986832,14,7.27909,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,450,10,0,0,0
90,0,4,80,52,0,5,0,1441,0,0,0,0,6,2,1,6,625.8,1,1.16041,68,9.03431,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,296,12,0,0,0
90,1,4,80,52,1,10,0,1736,0,0,0,0,4,1,0,6,547.05,0,0.631714,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,381,11,0,0,0
90,2,4,80,52,2,5,0,1085,0,0,0,0,4,1,0,6,492.45,0,0.604364,20,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,222,6,0,0,0
90,3,4,80,52,3,10,1,1690,0,0,0,0,9,3,1,5,633.15,1,1.14833,29,7.21613,0,0,0,5,0,0,0,0,0,0,0,1,6,7,-7,459,10,0,0,0
91,0,4,80,52,0,5,0,1297,0,0,0,0,6,2,1,6,634.2,1,1.15812,68,9.03431,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,300,12,0,0,0
91,1,4,80,52,1,10,0,1515,0,0,0,0,4,1,0,6,553.35,0,0.625524,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,385,11,0,0,0
91,2,4,80,52,2,5,0,915,0,0,0,0,4,1,0,6,498.75,0,0.598192,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,223,6,0,0,0
91,3,4,80,52,3,10,1,1761,88,0,0,0,9,3,1,5,644.7,1,1.16298,29,7.21613,0,0,0,5,0,0,0,0,0,0,0,1,6,7,-7,467,10,0,0,0
92,0,4,80,52,0,5,0,1322,0,0,0,0,7,2,1,6,643.65,1,1.16044,68,8.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,293,12,0,0.5,0.3
92,1,4,80,52,1,10,0,1543,0,0,0,0,4,1,0,6,559.65,0,0.619338,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,393,11,0,0,0
92,2,4,80,52,2,5,0,986,0,0,0,0,4,1,0,6,505.049,0,0.596658,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,224,6,0,0,0
92,3,4,80,52,3,10,1,1856,0,0,0,0,9,3,1,5,656.25,1,1.15797,29,7.21613,0,0,0,5,0,0,0,0,0,0,0,1,6,7,-7,475,10,0,0,0
93,0,4,80,52,0,5,0,1330,0,0,0,0,7,2,1,6,653.1,1,1.18334,68,9.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,297,12,0,0.5,0.3
93,1,4,80,52,1,10,0,1593,0,0,0,0,4,1,0,6,565.95,0,0.616138,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,397,11,0,0,0
93,2,4,80,52,2,5,0,976,0,0,0,0,4,1,0,6,511.349,0,0.589016,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,225,6,0,0,0
93,3,4,80,52,3,10,1,1772,0,0,0,0,11,3,1,5,669.9,1,1.16256,29,7.04662,0,0,0,5,0,0,0,0,0,0,0,1,6,7,-7,483,11,0,0,0
94,0,4,80,52,0,5,0,1281,0,0,0,0,7,2,1,6,662.55,1,1.00532,68,9.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,303,12,0,0.5,0.3
94,1,4,80,52,1,10,0,1462,0,0,0,0,4,1,0,6,572.25,0,0.602604,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,397,11,0,0,0
94,2,4,80,52,2,5,0,965,0,0,0,0,4,1,0,6,517.649,0,0.581216,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,226,6,0,0,0
94,3,4,80,52,3,10,1,1796,0,0,0,0,12,4,1,5,684.6,1,1.36068,29,7.18497,0,0,0,5,0,0,0,0,0,0,0,1,9,10,-10,491,16,0,0,0
95,0,4,80,52,0,5,0,1378,0,0,0,0,7,2,1,6,672,1,1.04077,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,309,12,0,0.5,0.3
95,1,4,80,52,1,10,0,1619,0,0,0,0,4,1,0,6,578.549,0,0.607772,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,422,11,0,0,0
95,2,4,80,52,2,5,0,966,0,0,0,0,4,1,0,6,523.949,0,0.577623,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,227,6,0,0,0
95,3,4,80,52,3,10,1,1847,0,0,0,0,12,4,1,5,699.3,1,1.35734,29,7.18497,0,0,0,5,0,0,0,0,0,0,0,1,9,10,-10,500,16,0,0,0
96,0,4,80,52,0,5,0,1315,0,0,0,0,7,2,1,6,681.45,1,1.03832,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,315,12,0,0.5,0.3
96,1,4,80,52,1,10,0,1608,0,0,0,0,4,1,0,6,584.849,0,0.609277,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,437,11,0,0,0
96,2,4,80,52,2,5,0,928,0,0,0,0,4,1,0,6,530.249,0,0.576331,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,228,6,0,0,0
96,3,4,80,52,3,10,1,1842,0,0,0,0,12,4,1,5,714,1,1.35959,29,7.18497,0,0,0,5,0,0,0,0,0,0,0,1,9,10,-10,508,16,0,0,0
97,0,4,80,52,0,5,0,1348,0,0,0,0,7,2,1,6,690.9,1,1.03724,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,324,12,0,0,0
97,1,4,80,52,1,10,0,1706,0,0,0,0,4,1,0,6,591.149,0,0.608829,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,441,11,0,0,0
97,2,4,80,52,2,5,0,929,0,0,0,0,4,1,0,6,536.549,0,0.570314,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,242,6,0,0,0
97,3,4,80,52,3,10,1,1869,0,0,0,0,13,4,1,5,729.75,1,1.35822,29,7.10212,0,0,0,5,0,0,0,0,0,0,0,1,9,10,-10,517,16,0,0,0
98,0,4,80,52,0,5,0,1465,0,0,0,0,7,2,1,6,700.35,1,1.04326,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,327,12,0,0,0
98,1,4,80,52,1,10,0,1509,0,0,0,0,4,1,0,6,597.449,0,0.593508,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,420,11,0,0,0
98,2,4,80,52,2,5,0,990,0,0,0,0,4,1,0,6,542.849,0,0.573155,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,243,6,0,0,0
98,3,4,80,52,3,10,1,2003,0,0,0,0,13,4,1,5,745.5,1,1.36468,29,7.10212,0,0,0,5,0,0,0,0,0,0,0,1,9,10,-10,529,16,0,0,0
99,0,4,80,52,0,5,0,1431,0,0,0,0,7,2,1,6,709.8,1,1.03272,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,336,12,0,0,0
99,1,4,80,52,1,10,0,1474,0,0,0,0,4,1,0,6,603.749,0,0.585341,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,424,11,0,0,0
99,2,4,80,52,2,5,0,901,0,0,0,0,4,1,0,6,549.149,0,0.559485,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,244,6,0,0,0
99,3,4,80,52,3,10,1,2095,0,0,0,0,14,5,1,5,762.3,1,1.35465,29,6.0017,0.04,0,0,5,0,0,0,0,0,0,0,1,11,12,-12,542,18,0,0,0
100,0,4,80,52,0,5,0,1439,0,0,0,0,6,2,1,6,718.2,1,1.0266,68,11.0343,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,342,12,0,0,0
100,1,4,80,52,1,10,0,1620,0,0,0,0,4,1,0,6,610.049,0,0.594388,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,453,11,0,0,0
100,2,4,80,52,2,5,0,971,0,0,0,0,4,1,0,6,555.449,0,0.565019,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,245,6,0,0,0
100,3,4,80,52,3,10,1,2095,0,0,0,0,14,5,1,5,779.1,1,1.3561,29,6.0017,0.04,0,0,5,0,0,0,0,0,0,0,1,13,14,-14,549,18,0,0,0
101,0,4,80,52,0,5,0,1488,0,0,0,0,6,2,1,6,726.6,1,1.0295,68,11.0343,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,347,13,0,0,0
101,1,4,80,52,1,10,0,1827,0,0,0,0,4,1,0,6,616.349,0,0.601145,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,457,11,0,0,0
101,2,4,80,52,2,5,0,995,0,0,0,0,4,1,0,6,561.749,0,0.562487,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,246,6,0,0,0
101,3,4,80,52,3,10,1,2148,0,0,0,0,14,5,1,5,795.9,1,1.34898,29,6.0017,0.04,0,0,5,0,0,0,0,0,0,0,1,13,14,-14,561,18,0,0,0
102,0,4,80,52,0,5,0,1455,0,0,0,0,6,2,1,6,735,1,1.02931,68,11.0343,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,330,13,0,0.5,0.3
102,1,4,80,52,1,10,0,1499,0,0,0,0.00200133,4,1,0,6,622.649,0,0.725308,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,436,11,0,0,0
102,2,4,80,52,2,5,0,927,0,0,0,0,5,1,0,6,569.099,0,0.572965,20,4.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,247,4,0,0,0
102,3,4,80,52,3,10,1,2073,0,0,0,0.00192957,14,5,1,5,812.7,1,1.20883,29,6.0017,0.04,0,0,5,0,0,0,0,0,0,0,1,13,14,-14,574,18,0,0,0
103,0,4,80,52,0,5,0,1443,0,0,0,0,6,2,0,6,743.4,1,0.893024,68,11.0343,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,334,13,0,0.5,0.3
103,1,4,80,52,1,10,0,1488,0,0,0,0,4,1,0,6,628.949,0,0.608968,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,440,11,0,0,0
103,2,4,80,52,2,5,0,941,0,0,0,0,6,2,0,6,577.499,0,0.713526,20,7.10557,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,251,8,0,0,0
103,3,4,80,52,3,10,1,2057,0,0,0,0,14,5,1,5,829.5,1,1.39084,29,6.0017,0.04,0,0,5,0,0,0,0,0,0,0,1,13,14,-14,588,18,0,0,0
104,0,4,80,52,0,5,0,1581,0,0,0,0,6,2,0,6,751.8,1,0.893577,68,11.0343,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,338,13,0,0.5,0.3
104,1,4,80,52,1,10,0,1643,0,0,0,0,4,1,0,6,635.249,0,0.610318,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,469,11,0,0,0
104,2,4,80,52,2,5,0,1033,0,0,0,0,6,2,0,6,585.899,0,0.746783,20,8.10557,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,255,8,0,0,0
104,3,4,80,52,3,10,1,2202,0,0,0,0,14,5,1,5,846.3,1,1.38846,29,6.0017,0.04,0,0,5,0,0,0,0,0,0,0,1,13,14,-14,605,18,0,0,0
105,0,4,80,52,0,5,0,1509,0,0,0,0,7,2,0,6,761.25,1,0.888859,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,343,13,0,0.5,0.3
105,1,4,80,52,1,10,0,1826,0,0,0,0,4,1,0,6,641.549,0,0.61459,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,473,11,0,0,0
105,2,4,80,52,2,5,0,1048,0,0,0,0,6,2,0,6,594.299,0,0.773388,20,9.10557,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,259,8,0,0,0
105,3,4,80,52,3,10,1,2313,0,0,0,0,14,5,1,5,863.1,1,1.38417,29,6.0017,0.04,0,0,5,0,0,0,0,0,0,0,1,13,14,-14,617,18,0,0,0
106,0,4,80,52,0,5,0,1412,0,0,0,0,7,2,0,6,770.701,1,0.87451,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,350,13,0,0.5,0.3
106,1,4,80,52,1,10,0,1642,0,0,0,0,4,1,0,6,647.849,0,0.600471,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,452,11,0,0,0
106,2,4,80,52,2,5,0,1074,0,0,0,0,7,2,0,6,603.749,0,0.774055,20,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,263,8,0,0,0
106,3,4,80,52,3,10,1,2402,0,0,0,0,15,5,1,5,880.95,1,1.38507,29,5.73542,0.04,0,0,5,0,0,0,0,0,0,0,1,13,14,-14,622,16,0,0,0
107,0,4,80,52,0,5,0,1508,0,0,0,0,7,2,0,6,780.151,1,0.877067,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,356,13,0,0,0
107,1,4,80,52,1,10,0,1719,0,0,0,0,4,1,0,6,654.149,0,0.601416,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,456,11,0,0,0
107,2,4,80,52,2,5,0,1090,0,0,0,0,7,2,0,6,613.199,0,0.772662,20,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,279,8,0,0,0
107,3,4,80,52,3,10,1,2455,0,0,0,0,15,5,1,5,898.8,1,1.38297,29,5.73542,0.04,0,0,5,0,0,0,0,0,0,0,1,13,14,-14,636,16,0,0,0
108,0,4,80,52,0,5,0,1607,0,0,0,0,7,2,0,6,789.601,1,0.882477,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,361,13,0,0,0
108,1,4,80,52,1,10,0,1699,0,0,0,0,4,1,0,6,660.449,0,0.599836,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,485,11,0,0,0
108,2,4,80,52,2,5,0,1127,0,0,0,0,7,2,0,6,622.649,0,0.774557,20,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,284,8,0,0,0
108,3,4,80,52,3,10,1,2367,0,0,0,0,15,5,1,5,916.65,1,1.37724,29,5.73542,0.04,0,0,5,0,0,0,0,0,0,0,1,14,15,-15,640,16,0,0.5,0.3
109,0,4,80,52,0,5,0,1601,0,0,0,0,7,2,0,6,799.051,1,0.879758,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,369,13,0,0,0
109,1,4,80,52,1,10,0,1856,0,0,0,0,4,1,0,6,666.749,0,0.606245,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,489,11,0,0,0
109,2,4,80,52,2,5,0,1143,0,0,0,0,7,2,0,6,632.099,0,0.773799,20,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,289,8,0,0,0
109,3,4,80,52,3,10,1,2377,2,0,0,0,15,5,1,5,934.5,1,1.37431,29,5.73542,0.04,0,0,5,15,5,0,0,0,25,16,1,9,10,6,653,16,0,0.5,0.3
110,0,4,80,52,0,5,0,1531,0,0,0,0,7,2,0,6,808.501,1,0.879135,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,375,13,0,0,0
110,1,4,80,52,1,10,0,1605,0,0,0,0,4,1,0,6,673.049,0,0.595496,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,468,11,0,0,0
110,2,4,80,52,2,5,0,1113,0,0,0,0,7,2,0,6,641.549,0,0.774532,20,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,294,8,0,0,0
110,3,4,80,52,3,10,1,2469,4,0,0,0,15,5,1,5,952.35,1,1.38495,29,5.73542,0.04,0,0,5,15,5,0,0,0,25,16,1,9,10,6,680,16,0,0.5,0.3
111,0,4,80,52,0,5,0,1515,0,0,0,0,7,2,0,6,817.951,1,0.877608,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,379,13,0,0,0
111,1,4,80,52,1,10,0,1592,0,0,0,0,4,1,0,6,679.349,0,0.594118,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,472,11,0,0,0
111,2,4,80,52,2,5,0,1133,0,0,0,0,8,2,0,6,652.049,0,0.783205,20,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,299,8,0,0,0
111,3,4,80,52,3,10,1,2522,6,1,0,0,14,5,1,5,969.15,1,1.37675,29,5.78628,0.04,0,0,5,14,5,0,0,0,24,15,1,9,10,5,699,16,0,0.5,0.3
112,0,4,80,52,0,5,0,1607,0,0,0,0,7,2,0,6,827.401,1,0.873178,68,10.9072,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,370,13,0,0.5,0.3
112,1,4,80,52,1,10,0,1776,0,0,0,0,4,1,0,6,685.649,0,0.595084,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,501,11,0,0,0
112,2,4,80,52,2,5,0,1221,0,0,0,0,8,2,0,6,662.549,0,0.780846,20,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,304,8,0,0,0
112,3,4,80,52,3,10,1,2827,7,1,1,-0.0278447,14,5,1,5,985.95,1,1.38257,29,5.78628,0.04,0,0,5,14,5,0,0,0,24,15,1,11,12,3,646,16,0,0.5,0.3
113,0,4,80,52,0,5,0,1658,0,0,0,0,6,2,0,6,835.801,1,0.879446,68,11.0343,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,374,13,0,0.5,0.3
113,1,4,80,52,1,10,0,1933,0,0,0,0,4,1,0,6,691.949,0,0.611253,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,505,11,0,0,0
113,2,4,80,52,2,5,0,1213,0,0,0,0,8,2,0,6,673.049,0,0.793121,20,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,309,8,0,0,0
113,3,4,80,52,3,10,1,2589,7,1,1,0.122855,14,5,1,5,999.55,1,1.34568,29,5.78628,0.04,0,0,5,14,5,0,0,0,24,15,1,11,12,3,661,16,0,0.5,0.3
114,0,4,80,52,0,5,0,1579,0,0,0,0,7,3,0,6,845.251,1,0.955896,68,12.2229,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,380,17,0,0.5,0.3
114,1,4,80,52,1,10,0,1630,0,0,0,0,4,1,0,6,698.249,0,0.593812,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,484,11,0,0,0
114,2,4,80,52,2,5,0,1165,0,0,0,0,8,2,0,6,683.549,0,0.780536,20,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,314,8,0,0,0
114,3,4,80,52,3,10,1,2562,7,1,1,0.0325862,13,5,1,5,1014.55,1,1.35177,29,5.83713,0.04,0,0,5,13,5,0,0,0,23,15,1,14,15,0,676,16,0,0.5,0.3
115,0,4,80,52,0,5,0,1496,0,0,0,0.08,7,3,0,6,854.701,1,0.951096,68,12.2229,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,387,17,0,0.5,0.3
115,1,4,80,52,1,10,0,1644,0,0,0,0,4,1,0,6,704.549,0,0.595244,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,488,11,0,0,0
115,2,4,80,52,2,5,0,1185,0,0,0,0,8,2,0,6,694.049,0,0.782539,20,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,319,8,0,0,0
115,3,4,80,52,3,10,1,2615,3,1,1,0.0567613,13,5,1,5,1028.8,1,1.33955,29,5.83713,0.04,0,0,5,13,5,0,0,0,23,15,1,14,15,0,689,16,0,0.5,0.3
116,0,4,80,52,0,5,0,1604,0,0,0,0,7,3,0,6,864.151,1,0.977083,68,13.2229,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,401,17,0,0.5,0.3
116,1,4,80,52,1,10,0,1778,0,0,0,0,4,1,0,6,710.849,0,0.594286,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,517,11,0,0,0
116,2,4,80,52,2,5,0,1273,0,0,0,0,8,2,0,6,704.549,0,0.777953,20,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,319,8,0,0,0
116,3,4,80,52,3,10,1,2684,0,1,1,0.0698018,14,5,1,5,1044,1,1.25292,29,5.78628,0.04,0,0,5,14,5,0,0,0,24,16,1,14,15,1,705,18,0,0.5,0.3
117,0,4,80,52,0,5,0,1748,0,0,0,0,8,3,0,7,874.651,1,0.984762,68,13.1124,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,407,17,0,0,0
117,1,4,80,52,1,10,0,1960,0,0,0,0,4,1,0,6,717.149,0,0.587444,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,521,11,0,0,0
117,2,4,80,52,2,5,0,1293,0,0,0,0,8,2,0,6,715.049,0,0.758747,20,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,332,8,0,0,0
117,3,4,80,52,3,10,1,2731,0,1,1,0.0167162,15,5,1,5,1061.85,1,1.08551,29,5.73542,0.04,0,0,5,15,5,0,0,0,25,16,1,14,15,1,722,16,0,0.5,0.3
118,0,4,80,52,0,5,0,1623,0,0,0,0,9,3,0,7,886.201,1,0.979559,68,13.0277,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,409,17,0,0,0
118,1,4,80,52,1,10,0,1682,0,0,0,0,4,1,0,6,723.449,0,0.572566,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,500,11,0,0,0
118,2,4,80,52,2,5,0,1301,0,0,0,0,8,2,0,6,725.549,0,1.11094,20,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,337,8,0,0,0
118,3,4,80,52,3,10,1,2801,0,1,1,0.0353535,16,5,1,5,1079.85,1,1.00649,29,5.68457,0.04,0,0,5,16,5,0,0,0,26,17,1,14,15,2,741,16,0,0.5,0.3
119,0,4,80,52,0,5,0,1649,0,0,0,0,9,3,0,7,897.751,1,0.985095,68,13.0277,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,416,17,0,0,0
119,1,4,80,52,1,10,0,1696,0,0,0,0,4,1,0,6,729.749,0,0.574148,46,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,504,11,0,0,0
119,2,4,80,52,2,5,0,1321,0,0,0,0,7,2,0,6,735,0,1.10763,20,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,342,8,0,0,0
119,3,4,80,52,3,10,1,2881,0,1,1,0.0365487,16,5,1,5,1097.85,1,1.01309,29,5.68457,0.04,0,0,5,16,5,0,0,0,26,17,1,14,15,2,760,16,0,0.5,0.3
120,0,4,80,52,0,5,0,1836,0,0,0,0,9,3,0,7,909.301,1,0.957431,86,13.0277,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,426,17,0,0,0
120,1,4,80,52,1,10,0,1830,0,0,0,0,4,1,0,6,736.049,0,0.543976,55,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,533,11,0,0,0
120,2,4,80,52,2,5,0,1377,0,0,0,0,7,2,0,6,744.45,0,1.07458,30,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,347,8,0,0,0
120,3,4,80,52,3,10,1,2887,0,1,1,0.0554779,16,5,2,5,1114.95,1,1.09085,49,5.68457,0.04,0,0,5,16,5,0,0,0,26,17,3,14,17,0,780,16,0,0.5,0.3
121,0,4,80,52,0,5,0,1917,0,0,0,0,9,3,0,7,920.851,1,0.94957,86,13.0277,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,433,17,0,0,0
121,1,4,80,52,1,10,0,2012,0,0,0,0,4,1,0,6,742.349,0,0.543226,55,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,553,11,0,0,0
121,2,4,80,52,2,5,0,1397,0,0,0,0,7,2,0,6,753.9,0,1.06961,30,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,352,8,0,0,0
121,3,4,80,52,3,10,1,2954,0,1,1,0.0102287,16,5,2,6,1133.85,1,1.11756,49,5.68457,0.04,0,0,5,16,5,0,0,0,26,17,3,14,17,0,800,16,0,0,0
122,0,4,80,52,0,5,0,1745,0,0,0,0,10,3,0,7,933.451,1,0.943654,86,12.9429,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,457,17,0,0.5,0.3
122,1,4,80,52,1,10,0,1897,0,0,0,0,4,1,0,6,748.649,0,0.535641,55,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,554,11,0,0,0
122,2,4,80,52,2,5,0,1334,0,0,0,0,7,2,0,7,763.35,0,1.07555,30,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,357,8,0,0,0
122,3,4,80,52,3,10,1,2978,0,1,1,-0.000937268,16,5,2,6,1152.75,1,1.11602,49,5.68457,0.04,0,0,5,16,5,0,0,0,26,17,3,14,17,0,820,16,0,0,0
123,0,4,80,52,0,5,0,1751,0,0,0,0.00171331,10,3,0,7,946.051,1,1.05358,86,12.9429,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,466,17,0,0.5,0.3
123,1,4,80,52,1,10,0,1958,0,0,0,0,4,1,0,6,754.949,0,0.533948,55,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,565,11,0,0,0
123,2,4,80,52,2,5,0,1354,0,0,0,0.00295421,7,2,0,7,772.8,0,0.95178,30,8.93989,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,362,8,0,0,0
123,3,4,80,52,3,10,1,3060,0,1,1,0.0181841,17,5,2,6,1172.7,1,1.12519,49,5.68457,0.04,0,0,5,17,5,0,0,0,27,18,3,14,17,1,839,16,0,0,0
124,0,4,80,52,0,5,0,1734,0,0,0,0,10,3,0,7,958.651,1,0.927924,86,12.9429,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,477,17,0,0.5,0.3
124,1,4,80,52,1,10,0,1909,0,0,0,0,4,1,0,6,761.249,0,0.531125,55,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,569,11,0,0,0
124,2,4,80,52,2,5,0,1366,0,0,0,0,8,2,0,7,783.3,0,1.07403,30,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,367,9,0,0,0
124,3,4,80,52,3,10,1,2893,0,1,1,0.0721307,18,5,2,6,1191.7,1,1.09943,49,5.59957,0.04,0,0,5,18,5,0,0,0,28,18,3,14,17,1,860,17,0,0,0
125,0,4,80,52,0,5,0,1764,0,0,0,0,10,3,0,7,971.25,1,0.935473,86,12.9429,0,0,0,5,0,0,0,0,0,0,0,0,4,4,-4,484,17,0,0.5,0.3
125,1,4,80,52,1,10,0,1801,0,0,0,0,4,1,0,6,767.549,0,0.529595,55,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,565,11,0,0,0
125,2,4,80,52,2,5,0,1261,0,0,0,0,8,2,0,7,793.8,0,1.07299,30,8.81275,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,373,9,0,0,0
